Date,open,high,low,close,volume,dividends,stock_splits,symbol
2024-02-12 00:00:00+05:30,1450.017752117624,1450.2659153474917,1431.7529141646626,1441.679443359375,6674430,0.0,0.0,RELIANCE
2024-02-13 00:00:00+05:30,1444.806250056761,1468.1335924657844,1443.3172707540573,1454.335693359375,7715594,0.0,0.0,RELIANCE
2024-02-14 00:00:00+05:30,1446.7916226083244,1472.749520552248,1446.7916226083244,1470.4912109375,7117888,0.0,0.0,RELIANCE
2024-02-15 00:00:00+05:30,1472.4517353218182,1473.8166331337911,1455.7503978374216,1459.79541015625,10006782,0.0,0.0,RELIANCE
2024-02-16 00:00:00+05:30,1465.6271998466532,1466.1483668657747,1447.8339689108675,1449.843994140625,9767498,0.0,0.0,RELIANCE
2024-02-19 00:00:00+05:30,1451.3082561823699,1468.6300012389227,1442.8458657695369,1463.17041015625,6729828,0.0,0.0,RELIANCE
2024-02-20 00:00:00+05:30,1464.1878968342883,1464.659382736365,1451.0600862084646,1460.21728515625,7117496,0.0,0.0,RELIANCE
2024-02-21 00:00:00+05:30,1463.170510366537,1477.5888193115914,1446.8414171157522,1456.916748046875,12720292,0.0,0.0,RELIANCE
2024-02-22 00:00:00+05:30,1457.36346935178,1474.0399663973683,1447.2880175600008,1470.863525390625,18493728,0.0,0.0,RELIANCE
2024-02-23 00:00:00+05:30,1478.556551746289,1486.5474563697878,1472.4517119404402,1482.6512451171875,14438584,0.0,0.0,RELIANCE
2024-02-26 00:00:00+05:30,1482.5768223248915,1483.5446346905887,1471.607959051116,1476.3974609375,7513106,0.0,0.0,RELIANCE
2024-02-27 00:00:00+05:30,1472.1291493159843,1488.9297276070065,1467.1907251784094,1474.73486328125,10826044,0.0,0.0,RELIANCE
2024-02-28 00:00:00+05:30,1472.1042938560004,1480.3185210789975,1439.5205099276588,1444.930419921875,8647950,0.0,0.0,RELIANCE
2024-02-29 00:00:00+05:30,1454.2365988812116,1468.1088998815815,1443.8385832706604,1450.0675048828125,23628976,0.0,0.0,RELIANCE
2024-03-01 00:00:00+05:30,1452.7475417409498,1488.979373154373,1451.7548888255137,1481.1622314453125,12132926,0.0,0.0,RELIANCE
2024-03-04 00:00:00+05:30,1479.5243736818861,1501.337897909408,1476.2982516112518,1496.3250732421875,10024420,0.0,0.0,RELIANCE
2024-03-05 00:00:00+05:30,1494.712091681268,1496.3251528023525,1475.1320355384912,1489.177978515625,7107668,0.0,0.0,RELIANCE
2024-03-06 00:00:00+05:30,1482.4773919378927,1497.9131926576536,1467.6372798835923,1491.957275390625,7805676,0.0,0.0,RELIANCE
2024-03-07 00:00:00+05:30,1491.9325571368477,1492.056638756749,1464.7091224345347,1468.059326171875,8315726,0.0,0.0,RELIANCE
2024-03-11 00:00:00+05:30,1478.060279979328,1478.060279979328,1452.747629113329,1455.8248291015625,11277130,0.0,0.0,RELIANCE
2024-03-12 00:00:00+05:30,1455.8247263461558,1477.0675227494196,1454.261346490045,1464.5849609375,9432678,0.0,0.0,RELIANCE
2024-03-13 00:00:00+05:30,1468.9029635812572,1472.2034859914554,1417.2850129833478,1421.6527099609375,13522134,0.0,0.0,RELIANCE
2024-03-14 00:00:00+05:30,1429.1223094125826,1437.8825438227764,1415.0266869213976,1420.957763671875,18571102,0.0,0.0,RELIANCE
2024-03-15 00:00:00+05:30,1415.4733954219128,1422.694969713975,1402.5193474045138,1407.80517578125,19223818,0.0,0.0,RELIANCE
2024-03-18 00:00:00+05:30,1409.56727675182,1431.1326391984185,1406.1178317705178,1428.899169921875,9169392,0.0,0.0,RELIANCE
2024-03-19 00:00:00+05:30,1418.252849649116,1427.0378036957165,1406.8373411480031,1414.778564453125,8275764,0.0,0.0,RELIANCE
2024-03-20 00:00:00+05:30,1417.4587350761735,1434.3835163859578,1413.562644941621,1433.1427001953125,8488806,0.0,0.0,RELIANCE
2024-03-21 00:00:00+05:30,1441.8532357214951,1447.1887452733042,1434.060934378195,1440.3145751953125,13006936,0.0,0.0,RELIANCE
2024-03-22 00:00:00+05:30,1439.321893152815,1449.2732629085037,1436.716179238339,1444.3348388671875,19527608,0.0,0.0,RELIANCE
2024-03-26 00:00:00+05:30,1434.3835274360674,1441.7291835759677,1428.4276096750873,1430.983642578125,11415906,0.0,0.0,RELIANCE
2024-03-27 00:00:00+05:30,1437.3613782559069,1488.979328303771,1436.368725370371,1481.8818359375,16326644,0.0,0.0,RELIANCE
2024-03-28 00:00:00+05:30,1481.90676076149,1494.8856495085238,1467.786296896486,1474.933349609375,21854364,0.0,0.0,RELIANCE
2024-04-01 00:00:00+05:30,1481.5095896793896,1482.9985690062601,1471.60790139039,1473.8662109375,5013880,0.0,0.0,RELIANCE
2024-04-02 00:00:00+05:30,1473.0968689675985,1483.0233977342266,1464.1629930776332,1476.025146484375,8910166,0.0,0.0,RELIANCE
2024-04-03 00:00:00+05:30,1471.186101560143,1473.5436523631188,1458.1079713887636,1460.7880859375,7008292,0.0,0.0,RELIANCE
2024-04-04 00:00:00+05:30,1468.8780939901114,1468.8780939901114,1439.3466709144527,1452.1767578125,14490272,0.0,0.0,RELIANCE
2024-04-05 00:00:00+05:30,1450.1417667351745,1459.9938949751336,1445.3025839763254,1449.3724365234375,7442298,0.0,0.0,RELIANCE
2024-04-08 00:00:00+05:30,1452.226356281804,1480.0206375610207,1450.2658910334067,1475.057373046875,8357118,0.0,0.0,RELIANCE
2024-04-09 00:00:00+05:30,1478.060211901015,1478.8543827139295,1451.7549092714805,1452.896484375,7071414,0.0,0.0,RELIANCE
2024-04-10 00:00:00+05:30,1455.5766564963697,1476.0749645358123,1455.5766564963697,1468.7044677734375,9138330,0.0,0.0,RELIANCE
2024-04-12 00:00:00+05:30,1465.0317226594827,1475.5538200544618,1452.3257159957793,1456.370849609375,15551012,0.0,0.0,RELIANCE
2024-04-15 00:00:00+05:30,1450.2658952456557,1471.2356878788278,1435.6986653849476,1454.062744140625,12902062,0.0,0.0,RELIANCE
2024-04-16 00:00:00+05:30,1442.6720371000315,1460.3661473678603,1440.2649265731254,1454.98095703125,9366184,0.0,0.0,RELIANCE
2024-04-18 00:00:00+05:30,1452.7476380801534,1475.0823301585979,1448.628103973215,1453.5665283203125,19005692,0.0,0.0,RELIANCE
2024-04-19 00:00:00+05:30,1446.0720814485837,1463.1705049395248,1432.4231028577299,1459.323974609375,15741778,0.0,0.0,RELIANCE
2024-04-22 00:00:00+05:30,1461.6317610616636,1471.9305352298081,1457.0160218672338,1468.9774169921875,10350362,0.0,0.0,RELIANCE
2024-04-23 00:00:00+05:30,1468.1337674689391,1482.5272357774581,1444.8561033979943,1448.603271484375,14605554,0.0,0.0,RELIANCE
2024-04-24 00:00:00+05:30,1452.7475596039474,1457.7605053579202,1438.8504186169605,1439.5205078125,10462776,0.0,0.0,RELIANCE
2024-04-25 00:00:00+05:30,1431.9018276580116,1457.189636393573,1430.9091747445573,1449.2484130859375,15943926,0.0,0.0,RELIANCE
2024-04-26 00:00:00+05:30,1453.194198141131,1454.236532179651,1439.3467383348082,1441.8780517578125,9413848,0.0,0.0,RELIANCE
2024-04-29 00:00:00+05:30,1439.3467183436048,1457.1152296530197,1439.3467183436048,1454.2613525390625,7247974,0.0,0.0,RELIANCE
2024-04-30 00:00:00+05:30,1457.214576809603,1472.178772035999,1452.1272302795285,1456.221923828125,11474262,0.0,0.0,RELIANCE
2024-05-02 00:00:00+05:30,1461.1850562736174,1466.4708844514234,1453.3679147531318,1455.775146484375,14512646,0.0,0.0,RELIANCE
2024-05-03 00:00:00+05:30,1460.1925152681529,1464.1134460205978,1405.7455242326487,1423.46435546875,17226958,0.0,0.0,RELIANCE
2024-05-06 00:00:00+05:30,1424.9533097670264,1429.4202480421582,1407.5818831415143,1409.095703125,7394208,0.0,0.0,RELIANCE
2024-05-07 00:00:00+05:30,1405.571689953147,1410.311631866643,1381.772860502106,1391.17822265625,14517472,0.0,0.0,RELIANCE
2024-05-08 00:00:00+05:30,1387.2324157830615,1422.42191231512,1387.2324157830615,1408.1278076171875,9439002,0.0,0.0,RELIANCE
2024-05-09 00:00:00+05:30,1402.6185253372132,1413.2895438420787,1379.7875090012217,1383.8822021484375,11009612,0.0,0.0,RELIANCE
2024-05-10 00:00:00+05:30,1386.4879762578594,1399.6406275450738,1377.8766636438304,1397.0845947265625,10505096,0.0,0.0,RELIANCE
2024-05-13 00:00:00+05:30,1389.6149314683873,1396.6379028351905,1373.8317248456565,1392.394287109375,8456620,0.0,0.0,RELIANCE
2024-05-14 00:00:00+05:30,1390.681954289976,1416.5901722719507,1389.7389824487905,1409.6416015625,7188300,0.0,0.0,RELIANCE
2024-05-15 00:00:00+05:30,1410.063563528233,1419.468926315315,1402.6435067088078,1405.86962890625,5046534,0.0,0.0,RELIANCE
2024-05-16 00:00:00+05:30,1408.1278405018506,1417.0120356183081,1387.75361519461,1414.8778076171875,14711774,0.0,0.0,RELIANCE
2024-05-17 00:00:00+05:30,1412.5948920294334,1426.6408349602225,1402.8668442157614,1425.15185546875,10916476,0.0,0.0,RELIANCE
2024-05-21 00:00:00+05:30,1415.1260338425998,1431.231803864575,1415.1260338425998,1425.57373046875,11176128,0.0,0.0,RELIANCE
2024-05-22 00:00:00+05:30,1425.722543020764,1457.9837617014118,1425.722543020764,1449.91845703125,10281604,0.0,0.0,RELIANCE
2024-05-23 00:00:00+05:30,1447.8340020088174,1481.2615172416956,1444.3100355832012,1475.1319580078125,14608260,0.0,0.0,RELIANCE
2024-05-24 00:00:00+05:30,1472.724715385057,1477.5638984586112,1465.2549777906743,1469.37451171875,7094776,0.0,0.0,RELIANCE
2024-05-27 00:00:00+05:30,1469.3497180106694,1473.990419113941,1450.8119965034373,1455.4774169921875,6629010,0.0,0.0,RELIANCE
2024-05-28 00:00:00+05:30,1457.2145743340495,1467.637430621861,1442.0766163922278,1445.501220703125,7820162,0.0,0.0,RELIANCE
2024-05-29 00:00:00+05:30,1435.8724890871501,1447.287997987601,1427.8815843874524,1430.1895751953125,7383556,0.0,0.0,RELIANCE
2024-05-30 00:00:00+05:30,1424.9532474164846,1429.817270893488,1409.6663684202383,1414.3814697265625,13206858,0.0,0.0,RELIANCE
2024-05-31 00:00:00+05:30,1420.7841589242364,1431.653659822201,1411.800601617005,1419.8907470703125,31069832,0.0,0.0,RELIANCE
2024-06-03 00:00:00+05:30,1472.1043222829317,1503.3728901534053,1448.2806515244756,1499.228515625,21527942,0.0,0.0,RELIANCE
2024-06-04 00:00:00+05:30,1487.0437791255476,1487.0437791255476,1349.3131842665355,1387.0091552734375,36709098,0.0,0.0,RELIANCE
2024-06-05 00:00:00+05:30,1411.5524616660985,1420.6352601794422,1373.9308915121778,1410.3116455078125,17464890,0.0,0.0,RELIANCE
2024-06-06 00:00:00+05:30,1424.4569533735907,1433.0929853880773,1410.9072166555904,1421.0819091796875,17855722,0.0,0.0,RELIANCE
2024-06-07 00:00:00+05:30,1418.004611799037,1461.1850112482903,1416.0193060772324,1459.1500244140625,18558696,0.0,0.0,RELIANCE
2024-06-10 00:00:00+05:30,1459.150058153404,1482.3781598703026,1457.2888339961758,1460.5894775390625,9251760,0.0,0.0,RELIANCE
2024-06-11 00:00:00+05:30,1458.20717740815,1462.847878399236,1443.9874724286744,1445.9727783203125,11774902,0.0,0.0,RELIANCE
2024-06-12 00:00:00+05:30,1446.7915758989445,1465.155654220818,1444.4837064170613,1452.57373046875,10081742,0.0,0.0,RELIANCE
2024-06-13 00:00:00+05:30,1461.1851486521073,1461.433311890669,1449.3725542618724,1454.4847412109375,9181160,0.0,0.0,RELIANCE
2024-06-14 00:00:00+05:30,1459.199879544848,1468.8038455887872,1446.518713499826,1466.6944580078125,8157998,0.0,0.0,RELIANCE
2024-06-18 00:00:00+05:30,1476.4224025999808,1476.4720837189377,1460.5399547367645,1470.1439208984375,7196766,0.0,0.0,RELIANCE
2024-06-19 00:00:00+05:30,1476.571240472528,1476.571240472528,1445.3026730272272,1447.9332275390625,8725874,0.0,0.0,RELIANCE
2024-06-20 00:00:00+05:30,1448.2806091505108,1471.9553570393568,1439.4459739347105,1462.87255859375,16113776,0.0,0.0,RELIANCE
2024-06-21 00:00:00+05:30,1462.7982011333013,1463.8652545834836,1429.9909727182371,1443.515869140625,31170360,0.0,0.0,RELIANCE
2024-06-24 00:00:00+05:30,1434.9045699529108,1438.8503408924523,1426.9385064042085,1430.88427734375,8878386,0.0,0.0,RELIANCE
2024-06-25 00:00:00+05:30,1432.3982039886682,1445.2282918111714,1430.4128980926341,1443.46630859375,7045386,0.0,0.0,RELIANCE
2024-06-26 00:00:00+05:30,1435.425808927042,1507.8149506909176,1434.5075565031482,1502.9013671875,22014882,0.0,0.0,RELIANCE
2024-06-27 00:00:00+05:30,1502.6284353235128,1526.2039433921725,1494.935374795845,1519.3050537109375,28383030,0.0,0.0,RELIANCE
2024-06-28 00:00:00+05:30,1519.7764812043604,1569.3842873036351,1519.7764812043604,1553.89892578125,28957336,0.0,0.0,RELIANCE
2024-07-01 00:00:00+05:30,1551.0450507194453,1567.7960689891884,1544.2454023527885,1548.6875,7724306,0.0,0.0,RELIANCE
2024-07-02 00:00:00+05:30,1557.968712393485,1561.939323957406,1545.5605512562322,1553.675537109375,7749246,0.0,0.0,RELIANCE
2024-07-03 00:00:00+05:30,1554.8170660210362,1563.4283787351976,1531.440162014497,1541.019287109375,9049620,0.0,0.0,RELIANCE
2024-07-04 00:00:00+05:30,1545.5606622734106,1555.983518377374,1539.4062623766438,1542.6075439453125,6837176,0.0,0.0,RELIANCE
2024-07-05 00:00:00+05:30,1542.4088769403465,1586.755694667964,1536.6267221432645,1576.9532470703125,12269710,0.0,0.0,RELIANCE
2024-07-08 00:00:00+05:30,1577.325467706802,1596.9800437158895,1570.8980643748457,1589.1380615234375,9500806,0.0,0.0,RELIANCE
2024-07-09 00:00:00+05:30,1585.8623208770043,1588.7410386525216,1568.887979750272,1578.5911865234375,6960002,0.0,0.0,RELIANCE
2024-07-10 00:00:00+05:30,1583.2814308954767,1585.7630632323035,1551.6654591589945,1572.5855712890625,7134578,0.0,0.0,RELIANCE
2024-07-11 00:00:00+05:30,1575.8365135146928,1592.4634499565013,1558.9614138424095,1569.036865234375,11940946,0.0,0.0,RELIANCE
2024-07-12 00:00:00+05:30,1572.8586162043875,1593.3569240772113,1562.9320865975437,1584.9937744140625,12924784,0.0,0.0,RELIANCE
2024-07-15 00:00:00+05:30,1592.6620057625546,1594.0517441522056,1573.8512804915936,1585.4901123046875,5329688,0.0,0.0,RELIANCE
2024-07-16 00:00:00+05:30,1581.792452589091,1588.24469666931,1557.5965372882695,1564.669189453125,9386838,0.0,0.0,RELIANCE
2024-07-18 00:00:00+05:30,1564.4210812674708,1582.1895936713806,1546.3795650620239,1575.0177001953125,12298374,0.0,0.0,RELIANCE
2024-07-19 00:00:00+05:30,1574.3475621142547,1578.293333314245,1541.3915329908289,1543.7242431640625,13140390,0.0,0.0,RELIANCE
2024-07-22 00:00:00+05:30,1525.9557698439748,1526.203933085127,1488.2597977476694,1489.6495361328125,19674376,0.0,0.0,RELIANCE
2024-07-23 00:00:00+05:30,1489.9719903646578,1494.6870915999891,1452.2511804820083,1476.96826171875,18052044,0.0,0.0,RELIANCE
2024-07-24 00:00:00+05:30,1474.0895996286229,1498.4095963901725,1465.552808673545,1484.7109375,11913362,0.0,0.0,RELIANCE
2024-07-25 00:00:00+05:30,1470.1190347480779,1489.4509269223795,1466.2228234080762,1481.435302734375,12519876,0.0,0.0,RELIANCE
2024-07-26 00:00:00+05:30,1481.4352554076795,1501.3131545447015,1479.4002684339398,1497.9381103515625,9859940,0.0,0.0,RELIANCE
2024-07-29 00:00:00+05:30,1500.8414953005092,1516.2772962786503,1500.6678537480493,1508.931640625,7538550,0.0,0.0,RELIANCE
2024-07-30 00:00:00+05:30,1505.8793670988641,1513.7957501477324,1498.9059558839842,1502.0328369140625,8228208,0.0,0.0,RELIANCE
2024-07-31 00:00:00+05:30,1492.9499231376883,1499.3524857083617,1490.1208866802617,1494.364501953125,10057346,0.0,0.0,RELIANCE
2024-08-01 00:00:00+05:30,1500.8913109431162,1506.8472288436842,1493.2479314401046,1504.1671142578125,10764222,0.0,0.0,RELIANCE
2024-08-02 00:00:00+05:30,1493.9426800961044,1498.2358556077295,1482.303848567256,1488.309326171875,10268248,0.0,0.0,RELIANCE
2024-08-05 00:00:00+05:30,1469.126390399314,1472.997761203301,1422.7198642160924,1436.69140625,17046704,0.0,0.0,RELIANCE
2024-08-06 00:00:00+05:30,1444.4588830824964,1466.6446510309138,1440.6619130584993,1445.352294921875,10236186,0.0,0.0,RELIANCE
2024-08-07 00:00:00+05:30,1458.2071184913539,1461.6814036613468,1450.7622216985117,1454.062744140625,8174568,0.0,0.0,RELIANCE
2024-08-08 00:00:00+05:30,1446.8164580997684,1454.2365143735713,1435.3017085687702,1438.4781494140625,12387192,0.0,0.0,RELIANCE
2024-08-09 00:00:00+05:30,1449.2732763644294,1465.6520496932055,1445.3026646483625,1463.46826171875,6249776,0.0,0.0,RELIANCE
2024-08-12 00:00:00+05:30,1459.199797918004,1462.1777566892652,1447.0397996020206,1449.8936767578125,8184584,0.0,0.0,RELIANCE
2024-08-13 00:00:00+05:30,1450.0178268110735,1459.2742672925806,1447.28803114191,1452.8717041015625,6265064,0.0,0.0,RELIANCE
2024-08-14 00:00:00+05:30,1452.7972017764512,1461.1850703208015,1443.0194737625147,1451.109619140625,6267466,0.0,0.0,RELIANCE
2024-08-16 00:00:00+05:30,1457.8598362701878,1469.5235088888628,1447.3377388233519,1467.339599609375,9416902,0.0,0.0,RELIANCE
2024-08-19 00:00:00+05:30,1476.6025720306277,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742,5.0,0.0,RELIANCE
2024-08-20 00:00:00+05:30,1491.268975771349,1497.9423959482733,1484.0976661921165,1489.9990234375,8411808,0.0,0.0,RELIANCE
2024-08-21 00:00:00+05:30,1487.30978907883,1501.8766102174725,1484.072717714687,1492.7132568359375,7769996,0.0,0.0,RELIANCE
2024-08-22 00:00:00+05:30,1497.0210123494212,1500.5070892244864,1484.720165407205,1492.1654052734375,10445782,0.0,0.0,RELIANCE
2024-08-23 00:00:00+05:30,1497.768063961028,1505.3128818837536,1492.4642955105633,1494.008056640625,9249654,0.0,0.0,RELIANCE
2024-08-26 00:00:00+05:30,1500.9802618699923,1516.941539085057,1497.021098650585,1506.5828857421875,8816114,0.0,0.0,RELIANCE
2024-08-27 00:00:00+05:30,1504.4912711730515,1507.4544123852302,1493.485179145279,1494.481201171875,6251156,0.0,0.0,RELIANCE
2024-08-28 00:00:00+05:30,1499.0131426615155,1501.4782728482842,1487.0608784010915,1492.33984375,9610286,0.0,0.0,RELIANCE
2024-08-29 00:00:00+05:30,1497.1205913811584,1530.885760314005,1488.0568158159556,1514.874755859375,38335358,0.0,0.0,RELIANCE
2024-08-30 00:00:00+05:30,1527.89778785993,1533.599989641746,1497.3447635789732,1503.6197509765625,41620730,0.0,0.0,RELIANCE
2024-09-02 00:00:00+05:30,1504.8647654458696,1520.7264647058682,1500.6316718721823,1510.2183837890625,11240852,0.0,0.0,RELIANCE
2024-09-03 00:00:00+05:30,1515.1984708784905,1516.941509382377,1501.5031683479538,1503.1217041015625,10923800,0.0,0.0,RELIANCE
2024-09-04 00:00:00+05:30,1494.7301447200666,1511.4633627071519,1493.534966971581,1508.525146484375,11983304,0.0,0.0,RELIANCE
2024-09-05 00:00:00+05:30,1513.0072347057646,1519.7054581926027,1481.1345314015284,1487.035888671875,16264168,0.0,0.0,RELIANCE
2024-09-06 00:00:00+05:30,1486.5627588054047,1491.0448575756723,1455.8105811316245,1458.997802734375,19394228,0.0,0.0,RELIANCE
2024-09-09 00:00:00+05:30,1460.666261949736,1464.07768593117,1449.809597840599,1456.63232421875,9010298,0.0,0.0,RELIANCE
2024-09-10 00:00:00+05:30,1454.6901127162012,1466.1942153054945,1451.7766997689328,1455.7110595703125,10768260,0.0,0.0,RELIANCE
2024-09-11 00:00:00+05:30,1457.2300550346945,1462.9073318760024,1441.7917138302157,1445.7259521484375,9760202,0.0,0.0,RELIANCE
2024-09-12 00:00:00+05:30,1451.2039809867947,1480.088617533546,1440.1232367942907,1473.913330078125,22349376,0.0,0.0,RELIANCE
2024-09-13 00:00:00+05:30,1470.5268529366479,1477.2500011980833,1463.6542770635715,1466.766845703125,8711328,0.0,0.0,RELIANCE
2024-09-16 00:00:00+05:30,1471.6723576050656,1475.0090069946318,1458.9232273463058,1465.4969482421875,5481774,0.0,0.0,RELIANCE
2024-09-17 00:00:00+05:30,1468.1364260685732,1471.5975781970765,1460.790763828237,1466.4432373046875,5935328,0.0,0.0,RELIANCE
2024-09-18 00:00:00+05:30,1464.1522884024148,1476.10455198121,1454.7399294679985,1457.6282958984375,8574714,0.0,0.0,RELIANCE
2024-09-19 00:00:00+05:30,1460.4171894563083,1470.6264144806405,1449.7598031867433,1463.82861328125,16955902,0.0,0.0,RELIANCE
2024-09-20 00:00:00+05:30,1468.136427109257,1489.0528890965668,1465.5218693608433,1480.0140380859375,30897320,0.0,0.0,RELIANCE
2024-09-23 00:00:00+05:30,1485.0687739665293,1495.5270047691104,1483.026880271187,1487.434326171875,8832314,0.0,0.0,RELIANCE
2024-09-24 00:00:00+05:30,1482.5786761041754,1494.530939532627,1481.9561623839436,1483.4501953125,17137444,0.0,0.0,RELIANCE
2024-09-25 00:00:00+05:30,1477.9970102640052,1490.5468626388433,1474.3116560624171,1488.0069580078125,7069002,0.0,0.0,RELIANCE
2024-09-26 00:00:00+05:30,1484.7202013028073,1498.017070530802,1482.1305684499498,1491.9910888671875,18818998,0.0,0.0,RELIANCE
2024-09-27 00:00:00+05:30,1493.0369361114394,1527.3747692811157,1486.0647823070499,1520.1038818359375,20597478,0.0,0.0,RELIANCE
2024-09-30 00:00:00+05:30,1513.3558880158446,1518.9086621673466,1468.5348969230117,1470.701171875,27008814,0.0,0.0,RELIANCE
2024-10-01 00:00:00+05:30,1474.7599230273088,1482.0308103038055,1457.0057588364782,1458.997802734375,16431642,0.0,0.0,RELIANCE
2024-10-03 00:00:00+05:30,1430.8602791168494,1443.634334423912,1396.4975195620746,1401.3780517578125,37757294,0.0,0.0,RELIANCE
2024-10-04 00:00:00+05:30,1398.34020617394,1411.711728297617,1376.2782950115372,1381.0093994140625,37072876,0.0,0.0,RELIANCE
2024-10-07 00:00:00+05:30,1387.9566419173104,1390.9447078848398,1355.9594355150189,1365.272216796875,22181340,0.0,0.0,RELIANCE
2024-10-08 00:00:00+05:30,1367.513224520688,1395.4267642320656,1359.669551595401,1391.791259765625,17020808,0.0,0.0,RELIANCE
